time_period,time_identifier,geographic_level,country_code,country_name,quarter,gender,age,population_category,number,percent
2018,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Unemployed,8499.7627020935033,1.1919621228868
2018,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Unemployed,12529.894333925651,1.75737061672947
2019,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Unemployed,9037.7130578389624,1.26762366425266
2019,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Unemployed,11694.698055840818,1.64037805495385
2019,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Unemployed,19920.669627483723,2.78216979987538
2019,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Unemployed,21979.954743694798,3.04984872048936
2020,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Unemployed,20578.153101338808,2.83900814823475
2020,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Unemployed,12283.638984764752,1.68624756126139
2020,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Unemployed,4669.7605113961472,0.636252229230974
2020,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Unemployed,6130.6071169057541,0.83079450468353
2021,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Unemployed,5197.3164280350684,0.700544203310577
2021,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Unemployed,7632.5698365015996,1.02249944893398
2021,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Unemployed,11089.723418250345,1.47962409649289
2021,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Unemployed,7020.4665597309795,0.936896670598744
2022,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Unemployed,15276.654026484779,2.03773218314325
2022,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Unemployed,12083.287679633009,1.61020116436414
2022,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Unemployed,8725.0101916265776,1.1598967582255
2022,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Unemployed,13283.35728588693,1.76641329021523
2023,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Unemployed,7470.5343592393183,0.993002209071073
2023,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Unemployed,8891.3769574345642,1.18059933788255
2001,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Economically inactive,18289.277627659438,2.39596686487463
2002,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Economically inactive,20314.583832844801,2.65142869877571
2002,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Economically inactive,18942.545381289267,2.46316417907805
2002,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Economically inactive,29581.441135162895,3.84438674559053
2002,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Economically inactive,22193.42665531527,2.88722397773256
2003,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Economically inactive,27328.008569082012,3.55877929651128
2003,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Economically inactive,24568.259293945739,3.20255744271888
2003,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Economically inactive,28300.792716626485,3.68471118358286
2003,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Economically inactive,25148.639809032786,3.26652376430825
2004,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Economically inactive,23114.838313885266,2.99531402279192
2004,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Economically inactive,22531.772191470081,2.91303122651465
2004,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Economically inactive,16611.642793437408,2.14284884198761
2004,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Economically inactive,26410.847562479379,3.39956513253237
2005,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Economically inactive,24910.681217332603,3.19974017655668
2005,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Economically inactive,26509.16943626327,3.39752687107106
2005,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Economically inactive,31700.279560434457,4.05486420295561
2005,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Economically inactive,33344.556449540833,4.25709064289892
2006,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Economically inactive,33796.124865161371,4.30645122577966
2006,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Economically inactive,37889.330412310199,4.81855761353318
2006,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Economically inactive,32752.773962667561,4.14646136935164
2006,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Economically inactive,37001.672240975196,4.65696370136055
2007,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Economically inactive,27760.763159573602,3.47360808111873
2007,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Economically inactive,25476.921797966352,3.16957558857799
2007,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Economically inactive,24592.021862622758,3.05323311456601
2007,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Economically inactive,32169.493968049414,3.99378935105792
2008,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Economically inactive,28584.665867462929,3.54825432380206
2008,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Economically inactive,30480.421743723738,3.78335640930233
2008,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Economically inactive,24203.352839373052,3.01283299508467
2008,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Economically inactive,25959.122814207338,3.24524327198175
2009,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Economically inactive,21923.955047583557,2.75262312659952
2009,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Economically inactive,28272.216519028996,3.56496651804713
2009,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Economically inactive,24471.517791307007,3.09214550141671
2009,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Economically inactive,19368.349419514881,2.44949765456925
2010,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Economically inactive,22338.671569916187,2.827636994111
2010,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Economically inactive,25584.838875218586,3.24119656777084
2010,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Economically inactive,22598.480957117106,2.86671795271083
2010,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Economically inactive,21922.378604691592,2.78515574022749
2011,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Economically inactive,19855.119867835252,2.52636988323613
2011,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Economically inactive,16523.269319379993,2.10557514273918
2011,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Economically inactive,19557.54027361871,2.49851364117531
2011,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Economically inactive,25085.43867688562,3.21447464432984
2012,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Economically inactive,25626.691948511696,3.29372452894966
2012,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Economically inactive,25666.827737657994,3.30920137923958
2012,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Economically inactive,21451.956656619324,2.76738022743589
2012,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Economically inactive,19117.165061715641,2.464625708326
2013,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Economically inactive,15928.112592188758,2.05243049092646
2013,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Economically inactive,16768.014796790492,2.15935461480389
2013,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Economically inactive,11366.115436615946,1.4659183804921
2013,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Economically inactive,15298.389831914159,1.97804908042251
2014,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Economically inactive,12472.208366989624,1.61677523634697
2014,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Economically inactive,14945.433331604581,1.9423679087243
2014,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Economically inactive,16925.309345615213,2.20645659918773
2014,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Economically inactive,13723.782661527046,1.7949674538011
2015,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Economically inactive,14153.033754425007,1.8573315740923
2015,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Economically inactive,10961.770285588398,1.44333333582475
2015,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Economically inactive,14404.653540511441,1.90302887316466
2015,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Economically inactive,14573.757034586277,1.93188027214147
2016,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Economically inactive,19007.916841308761,2.52807546504646
2016,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Economically inactive,14160.669643285451,1.88982288329634
2016,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Economically inactive,13674.047118581831,1.83404672129826
2016,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Economically inactive,19379.261867409747,2.61493563847877
2017,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Economically inactive,17029.269629771181,2.31170844750122
2017,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Economically inactive,22710.245517045725,3.10165358510208
2017,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Economically inactive,24882.542919875821,3.41893203916473
2017,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Economically inactive,19381.49453769601,2.67924458008997
2018,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Economically inactive,21164.524341708107,2.94375709761255
2018,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Economically inactive,23317.350281801773,3.26302528597422
2018,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Economically inactive,12349.997589979379,1.73189886129091
2018,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Economically inactive,21123.994203261915,2.96272943182479
2019,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Economically inactive,23112.213950348611,3.2417038634924
2019,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Economically inactive,21368.404162371648,2.99727800495305
2019,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Economically inactive,24304.896045011817,3.39448166301847
2019,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Economically inactive,19139.627424779523,2.65573650595673
2020,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Economically inactive,18157.21012481564,2.50500942624478
2020,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Economically inactive,22305.48188540712,3.06200503602217
2020,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Economically inactive,23429.518203738611,3.19225860738616
2020,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Economically inactive,21596.166617491865,2.92662312327361
2021,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Economically inactive,17742.985999864992,2.39156998880774
2021,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Economically inactive,19203.365156224929,2.57258442576111
2021,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Economically inactive,13999.408165955916,1.86784294592045
2021,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Economically inactive,22216.121969714412,2.96479023579861
2022,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Economically inactive,23851.300702515349,3.18149268596916
2022,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Economically inactive,19175.54283391434,2.5553046668356
2022,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Economically inactive,18253.17689874483,2.42656458241038
2022,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Economically inactive,17137.950390113052,2.27899488695592
2023,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Economically inactive,17603.453915688791,2.33989535219
2023,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Economically inactive,15907.127174514637,2.1121524708434
2001,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Total,763336,100
2002,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Total,766175,100
2002,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Total,769033,100
2002,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Total,769471,100
2002,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Total,768677,100
2003,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Total,767904,100
2003,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Total,767145,100
2003,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Total,768060,100
2003,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Total,769890,100
2004,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Total,771700,100
2004,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Total,773482,100
2004,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Total,775213,100
2004,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Total,776889,100
2005,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Total,778522,100
2005,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Total,780249,100
2005,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Total,781784,100
2005,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Total,783271,100
2006,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Total,784779,100
2006,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Total,786321,100
2006,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Total,789897,100
2006,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Total,794545,100
2007,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Total,799191,100
2007,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Total,803796,100
2007,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Total,805442,100
2007,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Total,805488,100
2008,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Total,805598,100
2008,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Total,805645,100
2008,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Total,803342,100
2008,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Total,799913,100
2009,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Total,796475,100
2009,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Total,793057,100
2009,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Total,791409,100
2009,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Total,790707,100
2010,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Total,790012,100
2010,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Total,789364,100
2010,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Total,788305,100
2010,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Total,787115,100
2011,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Total,785915,100
2011,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Total,784739,100
2011,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Total,782767,100
2011,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Total,780390,100
2012,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Total,778046,100
2012,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Total,775620,100
2012,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Total,775172,100
2012,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Total,775662,100
2013,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Total,776061,100
2013,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Total,776529,100
2013,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Total,775358,100
2013,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Total,773408,100
2014,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Total,771425,100
2014,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Total,769444,100
2014,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Total,767081,100
2014,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Total,764570,100
2015,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Total,762009,100
2015,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Total,759476,100
2015,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Total,756933,100
2015,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Total,754382,100
2016,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Total,751873,100
2016,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Total,749312,100
2016,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Total,745567,100
2016,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Total,741099,100
2017,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Total,736653,100
2017,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Total,732198,100
2017,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Total,727787,100
2017,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Total,723394,100
2018,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Total,718963,100
2018,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Total,714593,100
2018,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Total,713090,100
2018,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Total,712991,100
2019,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Total,712965,100
2019,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Total,712927,100
2019,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Total,716012,100
2019,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Total,720690,100
2020,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Total,724836,100
2020,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Total,728460,100
2020,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Total,733948,100
2020,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Total,737921,100
2021,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Total,741897,100
2021,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Total,746462,100
2021,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Total,749496,100
2021,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Total,749332,100
2022,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Total,749689,100
2022,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Total,750421,100
2022,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 16-17,Total,752223,100
2022,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 16-17,Total,751996,100
2023,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 16-17,Total,752318,100
2023,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 16-17,Total,753124,100
2001,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 18-24,NEET,276824.12355384382,11.21659569332593
2002,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 18-24,NEET,294806.06814979046,11.868003311933679
2002,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 18-24,NEET,303527.83256585244,12.140511133281887
2002,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 18-24,NEET,297619.00304238556,11.82241933550748
2002,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 18-24,NEET,269548.73205999529,10.631135987284198
2003,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 18-24,NEET,290201.70902171312,11.365140750357778
2003,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 18-24,NEET,282151.48041065299,10.972965400072763
2003,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 18-24,NEET,280439.64926853066,10.83343664083198
2003,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 18-24,NEET,273457.15069434477,10.494627739031772
2004,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 18-24,NEET,278607.25389375491,10.622872817239678
2004,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 18-24,NEET,285341.7138645841,10.809557004200984
2004,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 18-24,NEET,300574.03219408682,11.33265739442815
2004,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 18-24,NEET,320191.618668315,12.025190416412787
2005,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 18-24,NEET,312628.93461781234,11.694844966662391
2005,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 18-24,NEET,322352.47097993031,12.011534523904961
2005,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 18-24,NEET,321933.67652090092,11.948552610476398
2005,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 18-24,NEET,353669.33822601323,13.07348728730687
2006,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 18-24,NEET,341502.27164232981,12.572897344810604
2006,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 18-24,NEET,378771.55229254108,13.889531511859282
2006,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 18-24,NEET,347524.26447797252,12.68296460944388
2006,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 18-24,NEET,348805.52101478039,12.66351563889585
2007,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 18-24,NEET,360880.49963613617,13.034727185507524
2007,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 18-24,NEET,365038.4767819253,13.117281896319186
2007,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 18-24,NEET,351794.70047606784,12.598882861073479
2007,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 18-24,NEET,330997.67448328179,11.82559428434937
2008,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 18-24,NEET,341815.06864697428,12.182372144975039
2008,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 18-24,NEET,353267.1414462449,12.56058267773455
2008,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 18-24,NEET,388357.84541805316,13.780194299761453
2008,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 18-24,NEET,381321.84713173896,13.507030732197775
2009,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 18-24,NEET,436454.60084293096,15.43294900207318
2009,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 18-24,NEET,455531.80273847264,16.07878665128456
2009,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 18-24,NEET,458449.63191080076,16.125002793108109
2009,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 18-24,NEET,427162.99373869074,14.959405919307143
2010,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 18-24,NEET,453634.1365099916,15.817895071017968
2010,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 18-24,NEET,429539.54494869645,14.91298820606486
2010,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 18-24,NEET,443654.99421653262,15.338343637140763
2010,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 18-24,NEET,487975.74877285759,16.799939571361897
2011,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 18-24,NEET,473145.83720304951,16.222241250251557
2011,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 18-24,NEET,477117.31236439163,16.291306827636362
2011,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 18-24,NEET,524962.18518032972,17.887390770202359
2011,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 18-24,NEET,523852.42353713722,17.829705016906818
2012,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 18-24,NEET,516896.20346203906,17.573272771971734
2012,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 18-24,NEET,513092.67148553947,17.425170084978699
2012,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 18-24,NEET,470444.93913626071,15.985532135402625
2012,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 18-24,NEET,463230.55594795983,15.761212823852839
2013,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 18-24,NEET,459262.95171424723,15.646910438630826
2013,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 18-24,NEET,465063.60822292202,15.866050450650949
2013,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 18-24,NEET,482021.96112596185,16.450177893605023
2013,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 18-24,NEET,463260.39844047354,15.806797280045584
2014,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 18-24,NEET,428865.29483820492,14.630464560407658
2014,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 18-24,NEET,424973.99069165275,14.49530206448426
2014,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 18-24,NEET,419392.11203367182,14.303725997448602
2014,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 18-24,NEET,390686.08417513745,13.324277964335824
2015,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 18-24,NEET,388789.82220736839,13.259145049478176
2015,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 18-24,NEET,394562.65676355577,13.45557455774358
2015,Calendar year,National,K02000001,United Kingdom,Q3,Male,Aged 18-24,NEET,365402.06564944988,12.472528869421481
2015,Calendar year,National,K02000001,United Kingdom,Q4,Male,Aged 18-24,NEET,364444.07317702367,12.457658762172391
2016,Calendar year,National,K02000001,United Kingdom,Q1,Male,Aged 18-24,NEET,371098.66027665336,12.703346194533172
2016,Calendar year,National,K02000001,United Kingdom,Q2,Male,Aged 18-24,NEET,377208.84869959392,12.930958075114829
